year,first_name,country,sex,count
2012,Name369,Brazil,Female,9210
2012,Name276,Argentina,Female,7081
2018,Name959,Australia,Male,9726
2015,Name346,United States,Female,2412
2021,Name790,United Kingdom,Female,6760
2022,Name519,South Korea,Male,1250
2020,Name95,South Korea,Female,4245
2020,Name303,Mexico,Female,6176
2015,Name509,United Kingdom,Male,6710
2014,Name418,Brazil,Male,3322
2014,Name197,Brazil,Female,7343
2018,Name731,Argentina,Female,3907
2015,Name517,South Korea,Female,1482
2016,Name79,India,Female,7856
2019,Name396,Mexico,Female,4057
2019,Name930,Japan,Female,7657
2021,Name233,United Kingdom,Female,5433
2023,Name288,Australia,Female,3002
2012,Name677,Argentina,Male,3661
2013,Name440,United Kingdom,Female,5580
2018,Name786,Australia,Female,8888
2010,Name199,Australia,Female,6796
2013,Name51,Australia,Female,1119
2021,Name317,United States,Female,3734
2020,Name871,Japan,Male,2509
2018,Name833,Brazil,Female,102
2013,Name728,India,Female,2751
2015,Name585,Mexico,Female,999
2019,Name168,United Kingdom,Male,9065
2020,Name270,South Korea,Female,1114
2018,Name681,South Korea,Female,9618
2012,Name35,United States,Male,8084
2023,Name606,Argentina,Male,3145
2011,Name924,Brazil,Male,141
2016,Name181,Brazil,Male,5369
2022,Name49,Japan,Male,7855
2019,Name938,Mexico,Male,1058
2017,Name860,South Korea,Male,7609
2012,Name104,Australia,Female,4666
2015,Name13,Brazil,Male,167
2016,Name521,United Kingdom,Male,8421
2011,Name23,Brazil,Female,573
2011,Name71,Brazil,Male,4127
2010,Name225,Japan,Male,8391
2011,Name580,United States,Female,6223
2013,Name990,India,Female,726
2015,Name675,Japan,Male,399
2017,Name407,Brazil,Female,834
2019,Name84,Argentina,Female,9970
2022,Name342,Argentina,Male,3289
2020,Name200,Mexico,Male,3430
2022,Name597,South Korea,Male,7987
2017,Name642,Mexico,Female,7773
2014,Name312,Argentina,Female,3132
2021,Name888,United States,Male,4826
2013,Name208,Australia,Male,2483
2018,Name152,India,Male,3292
2011,Name603,Mexico,Female,5665
2012,Name549,Argentina,Male,4478
2017,Name538,Mexico,Female,4535
2018,Name254,Argentina,Female,7463
2021,Name236,India,Female,1680
2021,Name130,Australia,Female,1651
2017,Name607,United Kingdom,Male,9546
2016,Name453,Japan,Female,7537
2018,Name755,South Korea,Male,2214
2015,Name484,Argentina,Male,7279
2012,Name903,Argentina,Female,2425
2016,Name419,India,Male,9631
2014,Name236,India,Female,3825
2020,Name36,United Kingdom,Female,1279
2014,Name736,Argentina,Female,3674
2022,Name749,Japan,Male,5251
2017,Name301,Brazil,Female,5231
2011,Name482,United Kingdom,Female,3370
2016,Name36,India,Male,1358
2019,Name717,Brazil,Male,2681
2021,Name402,United States,Female,4510
2019,Name786,Australia,Male,5091
2023,Name825,United Kingdom,Female,1038
2023,Name117,Mexico,Male,7992
2013,Name74,South Korea,Female,6593
2017,Name889,Japan,Male,5678
2015,Name361,Australia,Male,1455
2015,Name578,United Kingdom,Male,4324
2012,Name63,Australia,Female,6956
2021,Name68,South Korea,Male,2119
2012,Name149,Japan,Male,2337
2012,Name434,South Korea,Male,1024
2023,Name805,Brazil,Female,244
2022,Name770,Japan,Female,5762
2020,Name810,Japan,Female,1569
2010,Name414,Brazil,Male,3776
2015,Name610,United States,Female,3466
2010,Name19,Australia,Female,8222
2011,Name869,South Korea,Male,2812
2021,Name557,India,Female,5652
2017,Name492,Argentina,Male,8390
2020,Name651,Japan,Male,2601
2021,Name368,Australia,Female,9949
2013,Name863,United Kingdom,Male,1976
2015,Name871,Mexico,Female,1601
2023,Name336,Brazil,Female,249
2017,Name168,Argentina,Female,6241
2013,Name523,Brazil,Female,8068
2020,Name919,Australia,Male,7448
2019,Name783,Mexico,Female,2372
2022,Name588,Argentina,Female,3707
2014,Name45,South Korea,Female,5466
2012,Name127,South Korea,Female,9625
2017,Name3,Argentina,Male,5656
2021,Name959,Australia,Female,4382
2016,Name468,India,Male,5393
2011,Name643,United States,Female,1846
2013,Name248,Australia,Female,1052
2023,Name709,Japan,Female,6610
2017,Name616,United Kingdom,Female,1540
2018,Name309,Japan,Male,3328
2016,Name843,South Korea,Female,9805
2010,Name947,Australia,Male,139
2020,Name565,United Kingdom,Male,6222
2010,Name164,Brazil,Male,1217
2016,Name501,Argentina,Male,3609
2012,Name773,Australia,Male,3423
2023,Name641,United Kingdom,Male,256
2011,Name411,Australia,Female,9395
2017,Name113,India,Male,7386
2018,Name628,United Kingdom,Female,8010
2019,Name156,India,Female,3857
2023,Name781,Brazil,Male,2214
2010,Name519,Mexico,Male,4402
2013,Name373,Argentina,Male,4267
2015,Name370,Argentina,Male,8384
2020,Name352,India,Male,3752
2020,Name209,India,Male,5662
2022,Name129,Mexico,Male,2752
2011,Name80,India,Female,3655
2015,Name263,Japan,Female,3071
2023,Name732,Argentina,Male,9186
2017,Name867,United Kingdom,Male,1230
2023,Name817,South Korea,Female,5329
2015,Name424,Japan,Female,3867
2012,Name936,South Korea,Male,4558
2021,Name166,United Kingdom,Female,6937
2010,Name330,India,Female,7215
2013,Name672,Argentina,Female,6028
2017,Name791,Argentina,Female,1522
2010,Name705,South Korea,Female,3584
2015,Name458,Brazil,Female,9467
2011,Name80,Mexico,Male,8911
2010,Name100,Argentina,Female,8514
2012,Name763,United States,Female,8241
2019,Name141,Australia,Female,9246
2012,Name792,United Kingdom,Male,7607
2021,Name657,United States,Male,9099
2014,Name370,Argentina,Female,7607
2011,Name451,Australia,Female,8051
2013,Name68,India,Male,9484
2015,Name408,United Kingdom,Female,7334
2016,Name281,Mexico,Male,9553
2014,Name864,Japan,Female,9090
2015,Name128,South Korea,Male,7112
2011,Name337,United States,Female,4614
2023,Name215,Brazil,Male,5816
2019,Name65,United States,Male,4232
2010,Name20,India,Female,4722
2013,Name39,United States,Male,9637
2017,Name108,United Kingdom,Male,6029
2010,Name110,Argentina,Female,9751
2021,Name276,India,Female,7465
2017,Name525,South Korea,Female,1615
2020,Name936,South Korea,Female,2174
2012,Name761,United Kingdom,Male,4109
2020,Name918,United States,Female,3555
2017,Name398,South Korea,Male,6812
2016,Name381,United States,Male,522
2013,Name425,Japan,Male,2593
2010,Name168,United States,Female,340
2013,Name465,United Kingdom,Male,4438
2017,Name930,Brazil,Female,5728
2012,Name247,Mexico,Male,7709
2017,Name438,South Korea,Male,9341
2016,Name767,South Korea,Male,3589
2011,Name597,United States,Male,1386
2010,Name114,Argentina,Male,141
2013,Name838,United States,Female,2730
2010,Name828,Mexico,Male,4563
2010,Name491,Australia,Male,4704
2013,Name692,United States,Female,8027
2023,Name952,United Kingdom,Female,6490
2019,Name562,Argentina,Female,3785
2011,Name434,United States,Male,1851
2010,Name765,Japan,Female,835
2020,Name379,United States,Female,6955
2018,Name744,United States,Female,7928
2015,Name266,United States,Female,2403
2013,Name722,Brazil,Male,3026
2017,Name239,United Kingdom,Male,7880
2017,Name356,United Kingdom,Female,8510
2017,Name410,United Kingdom,Female,6982
2020,Name361,Argentina,Male,7591
2023,Name672,South Korea,Male,5274
2010,Name494,Japan,Male,793
2017,Name700,Japan,Male,8680
2014,Name567,Mexico,Male,1423
2011,Name350,United States,Male,7444
2012,Name996,United Kingdom,Female,3566
2014,Name830,Brazil,Male,8401
2018,Name496,Japan,Male,9245
2019,Name156,Japan,Male,2898
2019,Name979,Mexico,Female,4263
2017,Name730,United States,Female,6254
2023,Name64,United Kingdom,Female,282
2022,Name592,India,Female,2812
2014,Name182,Australia,Female,6590
2018,Name674,Japan,Male,8367
2019,Name226,United Kingdom,Female,164
2015,Name824,Mexico,Female,6627
2022,Name524,United States,Female,7171
2022,Name766,United Kingdom,Male,8474
2011,Name621,India,Female,5307
2013,Name853,Mexico,Male,9876
2023,Name618,Argentina,Male,7147
2022,Name305,India,Female,2932
2014,Name515,Mexico,Male,2114
2018,Name994,Australia,Male,9877
2011,Name551,Brazil,Female,7912
2017,Name746,Australia,Male,9528
2023,Name666,Brazil,Female,1722
2013,Name321,South Korea,Male,9378
2011,Name230,United States,Female,7504
2016,Name678,Japan,Female,5711
2013,Name394,Brazil,Male,5792
2018,Name347,Brazil,Male,7736
2012,Name226,South Korea,Female,6695
2014,Name716,United States,Male,3090
2011,Name99,Brazil,Female,1720
2018,Name935,Mexico,Male,547
2010,Name910,Mexico,Male,1554
2010,Name220,Mexico,Male,4213
2022,Name673,Brazil,Male,2498
2018,Name24,Australia,Female,4560
2011,Name44,Argentina,Female,3049
2013,Name800,South Korea,Female,5523
2014,Name449,India,Male,7278
2018,Name920,India,Male,8963
2015,Name581,United Kingdom,Male,6275
2011,Name384,Mexico,Female,9495
2016,Name48,India,Female,5881
2022,Name246,South Korea,Female,4271
2010,Name944,Argentina,Female,8622
2023,Name890,Mexico,Female,1270
2011,Name178,Brazil,Male,300
2023,Name460,India,Female,7691
2021,Name270,Mexico,Female,5964
2013,Name617,South Korea,Male,3998
2010,Name521,India,Female,6796
2019,Name862,Australia,Female,7910
2022,Name355,Japan,Male,6448
2023,Name963,United States,Male,7988
2018,Name356,United Kingdom,Male,2069
2021,Name70,Japan,Male,5498
2012,Name699,Brazil,Male,8539
2021,Name499,United Kingdom,Female,4436
2019,Name967,Argentina,Female,235
2018,Name251,United States,Male,6004
2023,Name154,Brazil,Male,4810
2016,Name816,Australia,Male,9425
2018,Name119,United States,Male,269
2019,Name641,Japan,Male,8242
2023,Name171,India,Male,8845
2010,Name934,United States,Male,8421
2017,Name977,Japan,Female,9619
2023,Name389,United Kingdom,Female,687
2023,Name544,Brazil,Female,1151
2018,Name550,Argentina,Male,5478
2011,Name262,Japan,Female,4713
2013,Name472,South Korea,Female,4588
2010,Name519,India,Female,2025
2016,Name546,United Kingdom,Male,9880
2015,Name365,South Korea,Male,3931
2010,Name6,South Korea,Male,8305
2015,Name213,Australia,Male,4639
2015,Name625,South Korea,Female,2816
2016,Name585,Australia,Male,8845
2010,Name23,Argentina,Female,3821
2010,Name211,Australia,Male,811
2011,Name459,Australia,Male,6105
2013,Name94,United States,Male,855
2023,Name474,United Kingdom,Male,8268
2017,Name32,Argentina,Female,1753
2020,Name798,United States,Male,5855
2022,Name925,South Korea,Female,7019
2023,Name701,Argentina,Male,5849
2013,Name827,United Kingdom,Female,6989
2016,Name108,Japan,Male,4352
2010,Name583,Argentina,Female,8489
2021,Name731,Mexico,Female,5082
2017,Name748,Japan,Male,8424
2019,Name82,Brazil,Female,8952
2019,Name527,Japan,Female,5407
2018,Name67,Australia,Male,2129
2017,Name583,India,Male,4467
2023,Name865,South Korea,Male,3586
2012,Name644,Mexico,Male,1865
2013,Name459,United Kingdom,Male,1324
2021,Name627,United States,Female,2909
2023,Name481,Mexico,Female,5645
2011,Name506,Mexico,Female,8018
2010,Name359,Japan,Female,2720
2018,Name62,United States,Female,5381
2023,Name273,Japan,Male,6645
2015,Name141,Brazil,Male,3781
2016,Name635,Brazil,Female,6497
2012,Name433,Japan,Male,3487
2012,Name209,Argentina,Female,2621
2014,Name881,Argentina,Male,7732
2021,Name441,Australia,Female,4748
2013,Name428,Japan,Female,6505
2017,Name114,South Korea,Male,6709
2015,Name258,Japan,Male,6674
2010,Name759,Mexico,Female,1189
2022,Name570,South Korea,Male,9328
2016,Name27,Argentina,Female,5753
2015,Name946,Mexico,Male,9379
2016,Name90,Japan,Male,9364
2017,Name613,United Kingdom,Male,7123
2020,Name411,Australia,Male,9694
2010,Name593,Australia,Female,6969
2010,Name36,United Kingdom,Male,144
2014,Name944,United States,Male,626
2022,Name735,South Korea,Female,6293
2016,Name413,Japan,Female,8938
2010,Name262,Brazil,Female,915
2022,Name451,Mexico,Male,3062
2018,Name355,Mexico,Female,7852
2015,Name695,United Kingdom,Female,8558
2023,Name844,Argentina,Male,2301
2022,Name988,Mexico,Male,7780
2017,Name836,United Kingdom,Male,697
2014,Name482,India,Female,3371
2012,Name778,Japan,Male,3196
2010,Name180,Australia,Female,8781
2011,Name625,United States,Female,4101
2013,Name864,Brazil,Female,3561
2019,Name214,Japan,Female,4922
2018,Name629,Mexico,Female,8024
2015,Name919,Mexico,Female,9575
2013,Name574,United Kingdom,Male,3619
2015,Name661,Brazil,Male,316
2021,Name580,Brazil,Female,1953
2012,Name905,Australia,Female,6678
2013,Name226,Australia,Female,6194
2022,Name534,South Korea,Female,248
2017,Name344,Japan,Female,344
2013,Name840,United States,Female,3308
2013,Name436,United States,Female,8863
2015,Name447,Japan,Male,7642
2023,Name552,Brazil,Female,4812
2015,Name937,Mexico,Female,7121
2011,Name60,Australia,Male,6580
2013,Name916,United States,Male,5736
2018,Name260,India,Female,9533
2021,Name651,United Kingdom,Female,8067
2013,Name385,United Kingdom,Female,8210
2013,Name288,United Kingdom,Male,3806
2018,Name517,South Korea,Female,1945
2021,Name926,South Korea,Female,9680
2015,Name771,Japan,Female,952
2021,Name75,Argentina,Female,1398
2015,Name111,India,Female,2210
2014,Name288,United Kingdom,Male,760
2017,Name839,Brazil,Female,1543
2010,Name337,South Korea,Female,484
2023,Name484,United States,Male,9204
2013,Name626,United Kingdom,Female,6541
2013,Name250,United Kingdom,Male,5871
2011,Name583,United States,Male,206
2013,Name435,United Kingdom,Male,3754
2018,Name733,Australia,Female,8454
2010,Name879,United States,Female,6174
2023,Name995,United States,Male,2811
2013,Name51,South Korea,Female,5613
2011,Name923,United States,Female,9573
2022,Name585,India,Male,6268
2021,Name133,Mexico,Male,4740
2013,Name455,Mexico,Male,4742
2021,Name248,Australia,Male,8261
2017,Name754,Brazil,Male,450
2017,Name378,India,Female,9939
2015,Name9,South Korea,Female,5947
2017,Name177,Brazil,Male,5356
2010,Name829,Argentina,Female,9969
2011,Name388,Brazil,Male,2998
2019,Name797,Mexico,Female,1787
2012,Name929,United States,Male,2765
2015,Name887,Mexico,Male,1099
2020,Name947,India,Male,2623
2012,Name223,Argentina,Female,6850
2023,Name179,Australia,Female,7785
2011,Name138,South Korea,Female,7816
2010,Name115,United Kingdom,Female,3978
2023,Name718,United States,Male,3779
2014,Name864,Japan,Male,2969
2021,Name850,South Korea,Male,3529
2019,Name346,Japan,Male,6793
2018,Name238,India,Male,4341
2014,Name71,Argentina,Female,5002
2022,Name404,United Kingdom,Female,6104
2015,Name130,United States,Male,6937
2022,Name614,Japan,Female,1132
2019,Name883,India,Female,946
2022,Name604,South Korea,Female,7576
2010,Name610,Japan,Male,269
2013,Name428,Argentina,Female,2096
2013,Name246,Brazil,Female,2827
2014,Name261,United Kingdom,Male,2405
2019,Name159,Mexico,Female,7754
2010,Name651,India,Male,2509
2013,Name191,United Kingdom,Female,1799
2016,Name937,Argentina,Female,9438
2010,Name32,Japan,Male,7469
2016,Name732,South Korea,Female,9682
2017,Name882,India,Male,8431
2010,Name184,South Korea,Female,4606
2020,Name503,Japan,Female,4175
2019,Name730,Mexico,Male,9324
2021,Name217,Mexico,Male,8962
2010,Name430,Japan,Male,3849
2018,Name108,Brazil,Male,9958
2013,Name164,India,Female,4085
2013,Name863,South Korea,Female,7275
2017,Name224,Brazil,Male,2793
2016,Name857,South Korea,Male,1942
2017,Name628,Mexico,Male,4219
2013,Name446,Mexico,Female,5557
2017,Name314,Argentina,Female,6307
2015,Name444,Argentina,Male,8190
2014,Name897,United States,Male,1998
2015,Name107,Brazil,Male,576
2011,Name454,Japan,Female,8694
2019,Name797,Mexico,Female,7867
2020,Name156,United Kingdom,Female,7141
2010,Name144,South Korea,Male,6914
2017,Name224,United States,Female,1303
2018,Name944,Mexico,Female,6753
2019,Name323,Australia,Male,1255
2014,Name541,India,Female,847
2015,Name893,United Kingdom,Male,4895
2016,Name548,Brazil,Female,1164
2015,Name718,Australia,Female,6183
2012,Name637,Argentina,Male,2576
2012,Name930,United States,Female,5491
2019,Name631,Australia,Female,6539
2013,Name504,South Korea,Male,4439
2021,Name36,Argentina,Male,4702
2013,Name770,United States,Female,1383
2023,Name735,United States,Male,7312
2013,Name597,United Kingdom,Female,2968
2023,Name269,India,Male,8803
2015,Name763,India,Female,5877
2011,Name893,Mexico,Male,3242
2016,Name845,India,Female,6332
2014,Name682,United States,Male,5959
2021,Name75,Brazil,Male,1708
2019,Name710,Argentina,Male,4650
2023,Name470,Japan,Female,5828
2017,Name368,United States,Male,2904
2021,Name972,Brazil,Male,4674
2014,Name285,Mexico,Male,8798
2016,Name431,Mexico,Female,5685
2017,Name576,Australia,Female,5377
2010,Name192,South Korea,Male,2815
2020,Name279,Brazil,Female,5220
2010,Name728,United States,Female,5075
2011,Name787,Brazil,Male,366
2011,Name656,India,Male,8633
2013,Name66,South Korea,Male,4897
2019,Name132,United States,Male,2128
2012,Name785,Japan,Female,2774
2013,Name864,United States,Female,2970
2022,Name266,United States,Male,2369
2023,Name623,Japan,Female,8829
2014,Name175,Argentina,Male,1539
2021,Name378,Mexico,Female,9297
2014,Name83,South Korea,Female,4288
2015,Name585,Argentina,Male,3908
2010,Name189,Brazil,Female,4543
2017,Name246,Mexico,Female,1981
2012,Name869,South Korea,Male,4376
2016,Name795,India,Female,5041
2023,Name194,United Kingdom,Female,6140
2019,Name641,United Kingdom,Male,6277
2023,Name480,Argentina,Female,4275
2021,Name893,Mexico,Female,6146
2010,Name151,United Kingdom,Female,9311
2013,Name805,South Korea,Male,5647
2019,Name201,Mexico,Male,8667
2015,Name288,India,Female,2814
2016,Name861,Australia,Female,6650
2022,Name84,India,Male,4998
2020,Name787,Argentina,Male,3763
2021,Name872,South Korea,Female,9837
2023,Name80,India,Male,9251
2022,Name63,Australia,Male,7830
2017,Name244,United States,Female,6755
2016,Name994,India,Female,1106
2022,Name361,Japan,Female,8495
2016,Name867,Brazil,Female,7249
2011,Name464,United Kingdom,Male,3466
2020,Name85,United Kingdom,Male,2132
2019,Name149,Mexico,Female,2567
2015,Name965,United Kingdom,Male,1187
2012,Name300,Mexico,Female,6228
2016,Name550,Japan,Male,1267
2021,Name18,Japan,Female,5728
2021,Name216,Brazil,Male,6781
2019,Name531,Australia,Male,5736
2017,Name681,South Korea,Male,3726
2022,Name106,United Kingdom,Female,7207
2010,Name864,Australia,Female,5898
2014,Name800,Argentina,Male,9124
2022,Name105,India,Male,592
2019,Name186,India,Male,5266
2010,Name486,United Kingdom,Male,4199
2015,Name965,United States,Male,4328
2020,Name263,United States,Female,5118
2016,Name900,Japan,Female,4406
2011,Name943,United Kingdom,Female,3373
2019,Name311,Japan,Female,6292
2020,Name769,Argentina,Female,5779
2012,Name566,Brazil,Female,7082
2012,Name162,Brazil,Male,1306
2011,Name33,India,Female,9246
2021,Name465,Brazil,Male,4302
2015,Name80,Brazil,Female,4614
2010,Name757,South Korea,Female,6629
2023,Name879,Japan,Male,6550
2013,Name643,Argentina,Female,2411
2013,Name874,South Korea,Female,2834
2023,Name387,Brazil,Female,309
2010,Name76,United Kingdom,Female,3443
2019,Name192,Japan,Male,3083
2011,Name217,Mexico,Female,4369
2022,Name361,South Korea,Female,9145
2014,Name257,Brazil,Female,8218
2023,Name554,Brazil,Male,1594
2014,Name850,Australia,Female,6462
2021,Name911,United States,Male,3823
2013,Name87,South Korea,Female,1351
2021,Name155,United Kingdom,Female,3185
2012,Name109,United Kingdom,Male,7682
2021,Name725,India,Male,6432
2013,Name387,South Korea,Female,1187
2020,Name851,India,Female,805
2011,Name51,Argentina,Male,8811
2019,Name311,United States,Female,3748
2015,Name42,India,Male,706
2023,Name284,Australia,Male,6371
2021,Name792,United Kingdom,Male,6224
2020,Name177,India,Female,6890
2022,Name396,Argentina,Female,2238
2011,Name988,Australia,Male,2097
2017,Name542,Japan,Male,3121
2022,Name631,Mexico,Male,7056
2022,Name192,South Korea,Male,9250
2011,Name288,South Korea,Male,3888
2021,Name204,South Korea,Male,7372
2014,Name570,India,Male,605
2022,Name344,United Kingdom,Male,7402
2023,Name599,Brazil,Female,805
2011,Name430,Brazil,Female,2879
2019,Name480,Japan,Male,9816
2013,Name855,Australia,Female,6147
2018,Name707,Mexico,Female,2973
2023,Name798,Argentina,Female,6186
2023,Name853,Mexico,Male,3815
2013,Name241,Australia,Female,5407
2021,Name976,Brazil,Male,531
2020,Name563,Argentina,Female,5528
2015,Name417,Argentina,Female,5570
2021,Name308,United States,Male,8791
2016,Name435,Mexico,Male,3285
2021,Name494,Argentina,Male,9718
2023,Name261,Brazil,Female,598
2010,Name328,Japan,Female,5175
2017,Name380,Brazil,Male,9221
2016,Name620,United Kingdom,Female,685
2017,Name213,United States,Female,3551
2020,Name829,Brazil,Female,8718
2012,Name895,South Korea,Female,3318
2013,Name154,Argentina,Female,832
2020,Name419,Argentina,Female,6061
2015,Name504,Mexico,Female,2008
2017,Name263,United Kingdom,Male,3540
2023,Name914,Mexico,Female,4852
2019,Name940,Australia,Male,772
2016,Name581,United Kingdom,Male,3862
2016,Name828,Argentina,Male,7471
2020,Name100,Argentina,Male,8688
2015,Name231,Japan,Male,2972
2010,Name100,South Korea,Female,217
2021,Name980,Brazil,Female,2062
2015,Name951,South Korea,Female,5046
2020,Name336,Brazil,Male,9160
2011,Name133,India,Female,4816
2011,Name143,United Kingdom,Male,7727
2015,Name654,United States,Male,2184
2021,Name120,Argentina,Male,4678
2011,Name116,India,Male,752
2019,Name520,Brazil,Male,6192
2014,Name721,Mexico,Female,9287
2016,Name609,Argentina,Male,1603
2012,Name296,Australia,Female,3348
2012,Name103,Mexico,Male,2160
2011,Name804,United Kingdom,Male,5492
2016,Name844,Brazil,Female,867
2011,Name767,Argentina,Male,5015
2012,Name223,India,Female,8749
2015,Name545,Brazil,Male,6690
2011,Name377,Argentina,Female,4044
2017,Name492,Australia,Male,5040
2018,Name784,Argentina,Male,6479
2018,Name20,Australia,Male,3112
2013,Name115,Japan,Male,4334
2021,Name653,South Korea,Female,3062
2015,Name596,Australia,Female,9996
2010,Name617,Argentina,Female,5488
2018,Name93,Argentina,Male,5609
2021,Name737,Brazil,Male,8300
2013,Name283,Japan,Female,5567
2015,Name200,Brazil,Female,3507
2018,Name698,United States,Male,6027
2015,Name361,Japan,Male,2177
2018,Name873,South Korea,Female,1412
2019,Name306,Australia,Male,9004
2015,Name597,Australia,Female,6230
2015,Name733,Mexico,Female,8806
2016,Name770,Brazil,Male,3714
2020,Name732,Argentina,Female,1728
2010,Name781,Brazil,Female,3451
2011,Name477,Argentina,Male,4846
2014,Name221,Mexico,Male,2123
2020,Name46,Brazil,Female,8665
2016,Name700,Mexico,Female,1740
2017,Name549,India,Female,6672
2010,Name975,Argentina,Female,9818
2010,Name308,Argentina,Male,8386
2010,Name913,India,Male,1140
2022,Name26,United Kingdom,Male,9261
2010,Name652,South Korea,Female,5805
2013,Name249,United Kingdom,Female,1265
2022,Name413,Mexico,Female,1959
2013,Name431,South Korea,Male,1843
2021,Name112,Japan,Female,2526
2018,Name159,India,Male,2927
2016,Name555,United States,Female,2603
2014,Name294,Australia,Female,7324
2017,Name655,South Korea,Male,611
2019,Name415,Argentina,Female,8233
2012,Name422,Australia,Male,3675
2021,Name951,Brazil,Male,717
2023,Name671,United Kingdom,Female,1171
2022,Name667,United Kingdom,Female,2983
2014,Name83,United Kingdom,Female,4849
2020,Name889,India,Male,4677
2015,Name766,United States,Male,9067
2010,Name476,Brazil,Male,595
2011,Name941,South Korea,Male,826
2023,Name556,Australia,Female,1855
2011,Name296,United States,Male,9008
2019,Name612,India,Male,9683
2021,Name929,United Kingdom,Female,9101
2010,Name401,Japan,Female,5313
2013,Name483,Australia,Female,7406
2023,Name54,Argentina,Female,6229
2014,Name533,United States,Female,6133
2017,Name782,South Korea,Female,292
2019,Name917,Brazil,Male,6499
2017,Name736,Argentina,Male,7036
2020,Name738,India,Male,988
2022,Name207,Argentina,Male,129
2010,Name972,United States,Female,9296
2011,Name356,Japan,Female,7262
2016,Name389,United Kingdom,Female,2483
2012,Name981,Argentina,Male,4694
2023,Name800,Argentina,Female,6834
2012,Name273,Australia,Male,4721
2018,Name258,South Korea,Female,569
2021,Name984,Brazil,Female,5575
2019,Name989,Brazil,Male,2995
2014,Name874,India,Female,5981
2022,Name651,United States,Male,8384
2023,Name236,Japan,Male,8388
2017,Name176,South Korea,Male,2933
2020,Name281,United Kingdom,Male,636
2014,Name434,United States,Male,4856
2010,Name11,Brazil,Male,2418
2014,Name299,Australia,Female,1836
2013,Name543,Brazil,Female,3978
2021,Name238,United Kingdom,Male,4212
2017,Name221,Brazil,Male,6001
2017,Name299,Australia,Female,2696
2012,Name538,Brazil,Female,9516
2014,Name359,Argentina,Male,9346
2021,Name549,United Kingdom,Female,7546
2018,Name24,Japan,Male,8752
2014,Name932,Brazil,Female,2843
2023,Name665,United Kingdom,Male,9373
2020,Name518,South Korea,Female,3391
2016,Name735,United States,Male,4059
2023,Name32,Brazil,Female,5678
2011,Name971,Australia,Female,7805
2010,Name361,United Kingdom,Female,404
2023,Name822,Mexico,Female,3962
2012,Name395,South Korea,Female,2621
2023,Name422,United States,Female,6389
2013,Name881,Brazil,Female,4664
2013,Name593,Japan,Male,5641
2020,Name362,Australia,Male,4470
2017,Name870,Brazil,Male,1742
2022,Name9,Australia,Male,5126
2011,Name342,Argentina,Female,8437
2013,Name403,Mexico,Male,4604
2023,Name16,India,Female,4121
2018,Name804,United Kingdom,Male,3592
2013,Name970,Japan,Female,7079
2014,Name637,Argentina,Male,3807
2016,Name892,Argentina,Female,424
2011,Name698,Australia,Male,5592
2011,Name981,United States,Female,4948
2017,Name324,Australia,Female,4241
2014,Name383,Australia,Female,8012
2018,Name565,United Kingdom,Male,5557
2014,Name287,United States,Male,6479
2016,Name194,India,Female,8385
2015,Name652,Japan,Male,4876
2014,Name1,Australia,Male,6990
2022,Name840,Mexico,Female,5624
2014,Name961,India,Female,3552
2017,Name192,Japan,Female,1673
2012,Name5,Japan,Male,855
2010,Name801,United Kingdom,Male,5151
2015,Name964,United States,Female,8455
2019,Name664,South Korea,Male,5866
2022,Name634,Argentina,Female,4660
2021,Name449,Australia,Male,5203
2014,Name764,United Kingdom,Female,4325
2020,Name849,Mexico,Male,4874
2017,Name534,South Korea,Female,1234
2022,Name115,Mexico,Female,8804
2010,Name142,Japan,Male,3878
2012,Name675,Mexico,Female,1093
2015,Name707,Mexico,Female,6152
2013,Name239,Australia,Male,9827
2016,Name41,Argentina,Male,9813
2010,Name118,Australia,Female,6189
2023,Name445,Mexico,Male,8574
2019,Name148,Mexico,Female,1062
2015,Name527,India,Male,6984
2016,Name242,Mexico,Male,3364
2019,Name525,Argentina,Male,4580
2023,Name838,South Korea,Male,9274
2014,Name895,Australia,Female,2105
2015,Name534,Australia,Male,2861
2010,Name114,India,Male,3215
2016,Name30,South Korea,Female,9051
2022,Name939,United Kingdom,Male,3714
2013,Name203,Japan,Female,5770
2014,Name910,Japan,Male,6138
2021,Name58,United States,Male,380
2013,Name17,South Korea,Female,7040
2020,Name292,Brazil,Female,9110
2013,Name19,India,Female,8459
2022,Name712,Brazil,Female,2051
2011,Name117,Brazil,Female,2758
2018,Name235,India,Male,5099
2013,Name896,South Korea,Male,6070
2017,Name875,South Korea,Female,4443
2023,Name964,Japan,Male,8670
2014,Name637,United States,Male,4247
2015,Name650,Brazil,Male,9237
2010,Name580,Australia,Male,2928
2011,Name975,South Korea,Male,5236
2017,Name648,United States,Male,265
2010,Name381,Mexico,Male,827
2020,Name783,Brazil,Female,4479
2014,Name272,United States,Male,4361
2010,Name231,India,Female,5996
2013,Name883,Australia,Male,4949
2015,Name462,Japan,Male,329
2023,Name436,United States,Female,4526
2017,Name627,South Korea,Male,2534
2023,Name332,Mexico,Male,8885
2022,Name729,Argentina,Female,3389
2013,Name746,United States,Female,8950
2023,Name400,Brazil,Male,1666
2015,Name367,United Kingdom,Male,8180
2016,Name796,South Korea,Female,6936
2013,Name9,United Kingdom,Male,3692
2023,Name903,Mexico,Male,3918
2021,Name937,South Korea,Male,6670
